root_id,n_tweets,n_inbound,n_outbound
52413,5,3,2
52441,8,4,4
52461,4,2,2
52532,3,1,2
52536,11,5,6
52606,5,3,2
52614,3,2,1
52701,8,3,5
52714,7,4,3
52728,2,1,1
52750,2,1,1
52764,3,2,1
52789,13,8,5
52831,6,3,3
52844,7,4,3
52911,2,1,1
52915,2,1,1
52923,2,1,1
52955,2,1,1
52959,2,1,1
52962,6,3,3
52993,2,1,1
53094,6,3,3
53115,2,1,1
53120,5,3,2
53150,7,3,4
53176,3,2,1
53197,4,2,2
53207,3,2,1
53217,4,2,2
53226,2,1,1
53240,8,5,3
53252,3,2,1
53271,6,3,3
53285,5,3,2
53309,6,3,3
53327,5,3,2
53416,2,1,1
53419,3,2,1
53431,2,1,1
53479,2,1,1
53487,4,2,2
53492,2,1,1
53496,2,1,1
53522,3,2,1
53532,6,3,3
53557,8,5,3
53559,2,1,1
53586,2,1,1
53588,2,1,1
53612,6,5,1
53615,4,2,2
53640,2,1,1
53645,3,2,1
53660,7,3,4
53674,3,1,2
53677,2,1,1
53767,3,1,2
53785,2,1,1
53791,3,2,1
53821,4,2,2
53835,3,2,1
53854,4,1,3
53879,2,1,1
53904,2,1,1
54008,2,1,1
54012,6,3,3
54019,7,4,3
54052,2,1,1
54058,2,1,1
54070,3,2,1
54076,2,1,1
54156,4,2,2
54181,2,1,1
54214,9,6,3
54249,2,1,1
54265,3,2,1
54298,6,2,4
54325,2,1,1
54331,2,1,1
54337,6,3,3
54351,7,4,3
54385,2,1,1
54397,6,2,4
54424,2,1,1
54515,6,3,3
54517,5,1,4
54535,2,1,1
54539,2,1,1
54581,2,1,1
54630,3,2,1
54643,3,1,2
54654,5,3,2
54659,4,2,2
54754,3,2,1
54785,6,3,3
54789,4,2,2
54895,7,3,4
54924,3,2,1
54932,5,2,3
54965,5,3,2
55014,4,2,2
55026,12,6,6
55035,2,1,1
55056,2,1,1
55084,7,4,3
55132,2,1,1
55160,4,2,2
55167,2,1,1
55184,3,1,2
55188,4,2,2
55213,8,4,4
55250,6,3,3
55370,11,7,4
55395,2,1,1
55397,3,1,2
55400,2,1,1
55411,2,1,1
55420,5,3,2
55427,2,1,1
55438,2,1,1
55447,2,1,1
55455,2,1,1
55458,3,2,1
55462,2,1,1
55501,3,1,2
55588,2,1,1
55706,3,1,2
55717,2,1,1
55781,6,3,3
55863,8,4,4
55866,4,2,2
55905,6,3,3
55911,2,1,1
55924,5,3,2
55960,2,1,1
55984,2,1,1
56030,2,1,1
56083,7,4,3
56090,3,2,1
56110,2,1,1
56112,2,1,1
56116,5,3,2
56123,2,1,1
56143,2,1,1
56177,3,2,1
56397,6,3,3
56410,2,1,1
56429,2,1,1
56529,2,1,1
56564,3,1,2
56616,2,1,1
56661,3,2,1
56667,2,1,1
56675,4,3,1
56686,2,1,1
56689,3,2,1
56704,4,2,2
56712,2,1,1
56716,2,1,1
56729,2,1,1
56731,2,1,1
56798,3,1,2
56801,4,1,3
56805,3,1,2
56812,5,2,3
56848,6,4,2
56942,8,4,4
56949,3,2,1
56969,2,1,1
56982,4,2,2
57000,2,1,1
57013,2,1,1
57021,6,3,3
57077,2,1,1
57097,2,1,1
57117,2,1,1
57160,3,2,1
57231,22,14,8
57265,2,1,1
57290,3,1,2
57294,3,2,1
57338,2,1,1
57381,2,1,1
57418,5,4,1
57421,4,2,2
57446,2,1,1
57477,2,1,1
57515,8,4,4
57551,5,1,4
57611,2,1,1
57619,2,1,1
57634,13,8,5
57752,5,3,2
57759,6,4,2
57788,10,3,7
57810,3,2,1
57859,4,2,2
57868,8,4,4
57882,4,3,1
57892,9,6,3
57910,2,1,1
57937,7,4,3
57961,7,4,3
57972,3,1,2
58038,2,1,1
58082,5,3,2
58106,6,3,3
58131,5,3,2
58164,2,1,1
58166,2,1,1
58180,2,1,1
58205,2,1,1
58212,2,1,1
58221,3,2,1
58233,6,1,5
58330,2,1,1
58375,2,1,1
58382,15,8,7
58400,2,1,1
58415,4,2,2
58440,2,1,1
58450,2,1,1
58455,2,1,1
58457,2,1,1
58461,3,1,2
58510,4,2,2
58520,2,1,1
58554,6,3,3
58575,2,1,1
58587,4,2,2
58589,2,1,1
58600,2,1,1
58615,2,1,1
58636,2,1,1
58755,2,1,1
58778,2,1,1
58801,4,2,2
58845,2,1,1
58848,7,4,3
58860,2,1,1
58862,2,1,1
58877,4,2,2
58881,2,1,1
58898,3,2,1
58918,5,1,4
58923,2,1,1
58927,2,1,1
58986,2,1,1
59006,3,2,1
59022,2,1,1
59126,2,1,1
59158,14,9,5
59182,2,1,1
59200,7,3,4
59241,3,2,1
59245,2,1,1
59439,8,4,4
59461,2,1,1
59473,3,2,1
59481,4,3,1
59497,4,2,2
59524,2,1,1
59541,10,6,4
59567,3,1,2
59573,2,1,1
59585,8,5,3
59608,2,1,1
59610,2,1,1
59670,6,2,4
59684,8,3,5
59723,2,1,1
59725,2,1,1
59727,2,1,1
59760,3,1,2
59777,2,1,1
59781,2,1,1
59820,2,1,1
59872,2,1,1
59874,3,1,2
59910,2,1,1
60068,2,1,1
60109,5,3,2
60125,8,6,2
60145,2,1,1
60149,4,3,1
60207,2,1,1
60290,2,1,1
60317,4,2,2
60345,6,4,2
60354,2,1,1
60375,17,11,6
60383,2,1,1
60386,4,2,2
60408,2,1,1
60427,2,1,1
60435,2,1,1
60439,2,1,1
60489,6,3,3
60494,2,1,1
60504,7,4,3
60526,4,2,2
60529,2,1,1
60594,2,1,1
60620,3,2,1
60652,2,1,1
60661,2,1,1
60677,6,3,3
60689,9,4,5
60783,5,3,2
60837,2,1,1
60876,6,4,2
60883,2,1,1
60885,2,1,1
60903,7,5,2
61000,3,2,1
61004,2,1,1
61025,7,4,3
61071,2,1,1
61090,2,1,1
61094,5,3,2
61146,4,2,2
61212,4,2,2
61338,2,1,1
61419,2,1,1
61422,6,2,4
61465,4,3,1
61472,2,1,1
61522,5,3,2
61525,2,1,1
61569,2,1,1
61597,12,6,6
61620,3,1,2
61708,11,8,3
61731,4,2,2
61760,2,1,1
61772,10,5,5
61796,2,1,1
61804,4,2,2
61862,2,1,1
61894,4,2,2
61902,2,1,1
61921,3,1,2
61932,3,2,1
61993,26,15,11
61996,4,2,2
61999,2,1,1
62162,6,4,2
62164,2,1,1
62181,2,1,1
62246,4,2,2
62250,4,2,2
62264,4,3,1
62337,2,1,1
62346,4,2,2
62362,5,2,3
62391,2,1,1
62425,2,1,1
62436,2,1,1
62452,2,1,1
62462,6,4,2
62484,14,9,5
62488,2,1,1
62491,4,2,2
62495,2,1,1
62552,2,1,1
62558,2,1,1
62568,3,2,1
62593,2,1,1
62616,3,2,1
62625,6,3,3
62639,6,3,3
62656,3,1,2
62690,7,4,3
62754,2,1,1
62761,12,6,6
62793,2,1,1
62816,2,1,1
62822,2,1,1
62856,4,3,1
62859,2,1,1
62863,2,1,1
62973,2,1,1
63042,2,1,1
63110,2,1,1
63145,4,2,2
63150,2,1,1
63167,2,1,1
63169,2,1,1
63197,6,3,3
63210,4,2,2
63260,3,2,1
63264,5,3,2
63275,5,4,1
63332,2,1,1
63339,2,1,1
63385,4,2,2
63461,2,1,1
63463,2,1,1
63473,3,1,2
63544,2,1,1
63546,4,1,3
63554,2,1,1
63622,5,2,3
63629,5,4,1
63647,3,1,2
63665,6,2,4
63720,4,2,2
63738,4,3,1
63771,10,6,4
63784,4,2,2
63925,2,1,1
64004,9,5,4
64026,4,3,1
64072,8,5,3
64088,5,4,1
64135,4,2,2
64190,6,3,3
64228,15,7,8
64290,2,1,1
64373,6,3,3
64384,3,2,1
64439,4,2,2
64463,4,2,2
64466,4,2,2
64477,2,1,1
64481,2,1,1
64483,2,1,1
64581,4,2,2
64601,2,1,1
64605,2,1,1
64644,5,3,2
64647,4,2,2
64657,4,2,2
64663,5,3,2
64672,2,1,1
64694,5,3,2
64726,6,3,3
64763,2,1,1
64794,4,2,2
64802,7,4,3
64829,3,2,1
64894,6,4,2
65022,3,2,1
65026,2,1,1
65059,2,1,1
65179,2,1,1
65191,2,1,1
65208,3,1,2
65284,2,1,1
65302,8,4,4
65349,2,1,1
65400,16,9,7
65432,6,3,3
65578,4,2,2
65592,2,1,1
65663,2,1,1
65725,2,1,1
65754,7,4,3
65885,2,1,1
65903,2,1,1
65940,2,1,1
65962,2,1,1
66020,2,1,1
66048,4,2,2
66081,2,1,1
66123,5,3,2
66141,3,2,1
66143,2,1,1
66154,2,1,1
66158,4,2,2
66170,6,3,3
66235,2,1,1
66255,8,5,3
66265,2,1,1
66369,2,1,1
66397,2,1,1
66401,4,2,2
66520,4,1,3
66564,7,3,4
66574,7,3,4
66603,4,2,2
66654,2,1,1
66821,2,1,1
66867,3,2,1
67055,2,1,1
67119,2,1,1
67151,2,1,1
67221,2,1,1
67241,3,1,2
67309,2,1,1
67320,4,2,2
67424,4,2,2
67460,4,2,2
67478,8,4,4
67600,4,2,2
67611,4,2,2
67637,2,1,1
67648,2,1,1
67665,2,1,1
67737,3,2,1
67741,4,1,3
67769,13,9,4
67777,3,2,1
67853,6,5,1
67900,6,3,3
67906,2,1,1
67916,8,4,4
67918,2,1,1
67953,2,1,1
68020,2,1,1
68079,6,3,3
68226,2,1,1
68235,6,4,2
68241,2,1,1
68251,8,4,4
68262,3,2,1
68266,2,1,1
68272,2,1,1
68987,2,1,1
68989,2,1,1
68997,5,2,3
69045,3,2,1
69063,4,2,2
69079,4,2,2
69121,6,5,1
69142,2,1,1
69214,7,4,3
69218,4,2,2
69267,8,4,4
69299,2,1,1
69329,2,1,1
69343,2,1,1
69372,3,2,1
69377,2,1,1
69391,2,1,1
69423,4,2,2
69513,4,2,2
69516,2,1,1
69527,2,1,1
69563,2,1,1
69634,7,4,3
69641,2,1,1
69655,3,2,1
69669,6,4,2
69672,5,3,2
69713,4,2,2
69725,4,3,1
69763,2,1,1
69770,5,3,2
69780,4,2,2
69824,14,8,6
69949,2,1,1
69971,6,3,3
70662,2,1,1
70669,2,1,1
70686,8,4,4
70763,2,1,1
70802,3,2,1
70804,2,1,1
70853,2,1,1
70859,3,2,1
70861,2,1,1
70886,2,1,1
70904,2,1,1
70934,3,2,1
71007,2,1,1
71033,2,1,1
71043,2,1,1
71095,2,1,1
71325,2,1,1
71331,4,2,2
71426,3,1,2
71524,2,1,1
71589,4,2,2
71634,8,5,3
71675,4,2,2
71681,6,3,3
71711,5,4,1
71717,5,3,2
71789,2,1,1
71792,3,2,1
71830,2,1,1
71834,5,2,3
71890,2,1,1
71925,2,1,1
71940,4,2,2
71943,2,1,1
71993,4,2,2
72016,2,1,1
72038,2,1,1
72150,4,2,2
72161,8,5,3
72166,3,2,1
72171,8,4,4
72214,11,6,5
72226,6,3,3
72261,5,2,3
72268,2,1,1
72275,2,1,1
72358,2,1,1
72405,2,1,1
72411,3,2,1
72413,3,1,2
72465,2,1,1
72515,16,8,8
72540,2,1,1
72582,4,2,2
72714,2,1,1
72730,3,2,1
72753,3,2,1
72767,6,4,2
72778,2,1,1
73173,6,3,3
73209,2,1,1
73246,2,1,1
73255,2,1,1
73285,2,1,1
73316,2,1,1
73329,8,5,3
73400,7,4,3
73423,4,2,2
73450,8,4,4
73454,4,2,2
73460,6,3,3
73515,2,1,1
73518,4,2,2
73543,39,22,17
73556,7,4,3
73577,2,1,1
73587,8,4,4
73600,4,3,1
73607,2,1,1
73610,5,3,2
73623,3,1,2
73628,4,3,1
73662,8,5,3
73706,4,2,2
73733,2,1,1
73800,2,1,1
73824,2,1,1
73859,5,3,2
73875,4,2,2
73932,5,3,2
73978,2,1,1
74185,4,2,2
74193,2,1,1
74404,3,2,1
74410,2,1,1
74420,2,1,1
74444,2,1,1
74516,3,2,1
74519,4,2,2
74561,4,2,2
74613,2,1,1
74624,6,4,2
74658,5,3,2
74660,2,1,1
74682,2,1,1
74685,6,3,3
74743,4,2,2
74767,2,1,1
74802,10,5,5
74804,2,1,1
74857,2,1,1
74884,2,1,1
74923,2,1,1
74931,9,4,5
74940,4,2,2
75046,7,5,2
75087,2,1,1
75110,2,1,1
75140,3,2,1
75143,2,1,1
75244,4,2,2
75305,2,1,1
75326,4,2,2
75336,7,4,3
75341,2,1,1
75388,7,5,2
75391,4,2,2
75405,2,1,1
75454,2,1,1
75465,3,1,2
75477,4,2,2
75551,12,9,3
75729,3,2,1
75754,2,1,1
75852,2,1,1
75974,3,2,1
75995,2,1,1
76020,9,5,4
76111,2,1,1
76115,4,2,2
76134,2,1,1
76236,2,1,1
76246,2,1,1
76301,6,3,3
76409,2,1,1
76417,2,1,1
76435,2,1,1
76451,2,1,1
76461,3,2,1
76837,5,3,2
76894,2,1,1
76910,4,2,2
76916,4,2,2
76941,2,1,1
76964,6,3,3
76998,4,2,2
77007,8,4,4
77078,4,3,1
77131,7,3,4
77170,2,1,1
77189,4,3,1
77203,2,1,1
77215,2,1,1
77233,2,1,1
77295,2,1,1
77458,6,3,3
77478,4,2,2
77519,10,5,5
77533,3,2,1
77545,6,3,3
77574,2,1,1
77584,6,3,3
77620,2,1,1
77640,4,2,2
77658,2,1,1
77676,2,1,1
77688,5,3,2
77736,2,1,1
77780,4,2,2
77783,2,1,1
77785,2,1,1
77823,2,1,1
77864,4,2,2
77928,4,2,2
77931,2,1,1
77955,5,3,2
77961,3,2,1
77963,2,1,1
77971,3,2,1
77986,6,3,3
78012,149,76,73
78048,2,1,1
78077,2,1,1
78175,3,2,1
78253,4,2,2
78339,6,4,2
78372,2,1,1
78398,3,2,1
78463,2,1,1
78468,8,4,4
78492,2,1,1
78510,3,2,1
78529,4,2,2
78569,2,1,1
78585,2,1,1
78592,2,1,1
78677,2,1,1
78864,2,1,1
78893,4,2,2
78904,2,1,1
79335,2,1,1
79390,2,1,1
79401,4,2,2
79447,5,2,3
79516,5,2,3
79531,2,1,1
79549,11,5,6
79580,2,1,1
79582,2,1,1
79584,2,1,1
79600,6,3,3
79606,18,9,9
79613,2,1,1
79629,5,3,2
79642,4,2,2
79656,5,3,2
79670,2,1,1
79776,2,1,1
79781,4,2,2
79784,2,1,1
79813,2,1,1
79881,2,1,1
79906,4,2,2
79909,2,1,1
79923,6,3,3
79947,2,1,1
79951,2,1,1
79956,8,4,4
79982,4,2,2
79992,4,2,2
79997,4,2,2
80091,2,1,1
80174,4,2,2
80190,3,2,1
80209,2,1,1
80213,4,3,1
80255,3,2,1
80265,2,1,1
80272,3,2,1
80299,2,1,1
80303,2,1,1
80345,2,1,1
80350,5,3,2
80352,2,1,1
80354,2,1,1
80399,4,2,2
80421,4,2,2
80424,2,1,1
80447,2,1,1
80467,10,4,6
80529,2,1,1
80560,7,4,3
80639,2,1,1
80651,11,6,5
80659,4,2,2
80714,9,6,3
80728,2,1,1
80732,2,1,1
80735,3,2,1
80746,2,1,1
80753,2,1,1
80808,7,4,3
80871,10,5,5
80881,2,1,1
80911,2,1,1
80931,7,6,1
80938,2,1,1
80961,2,1,1
80984,5,2,3
81014,2,1,1
81021,6,2,4
81054,11,5,6
81057,2,1,1
81072,2,1,1
81079,4,2,2
81113,4,1,3
81202,5,3,2
81214,2,1,1
81223,2,1,1
81244,2,1,1
81272,4,2,2
81276,3,2,1
81295,3,2,1
81306,3,2,1
81325,3,2,1
81485,3,2,1
81542,42,25,17
81750,2,1,1
81762,7,3,4
81804,7,4,3
81811,3,2,1
81965,2,1,1
81967,2,1,1
81982,2,1,1
81986,2,1,1
81990,2,1,1
82063,2,1,1
82070,4,2,2
82082,2,1,1
82098,3,2,1
82124,3,2,1
82142,9,5,4
82147,10,5,5
82208,5,3,2
82237,2,1,1
82276,3,2,1
82281,3,2,1
82293,2,1,1
82344,2,1,1
82353,3,2,1
82377,5,4,1
82385,2,1,1
82398,5,1,4
83179,3,2,1
83184,4,2,2
83202,2,1,1
83285,2,1,1
83293,6,3,3
83355,6,3,3
83364,4,2,2
83425,11,6,5
83476,2,1,1
83501,2,1,1
83532,4,2,2
83612,2,1,1
83617,2,1,1
83632,2,1,1
83643,3,2,1
83683,7,4,3
83726,12,6,6
83744,2,1,1
83805,2,1,1
83833,2,1,1
83847,2,1,1
83849,6,2,4
83857,2,1,1
83861,11,8,3
83894,6,3,3
83925,4,2,2
83927,3,1,2
83984,9,5,4
84004,3,2,1
84018,5,3,2
84028,2,1,1
84040,2,1,1
84061,2,1,1
84063,2,1,1
84085,2,1,1
84092,2,1,1
84096,2,1,1
84175,2,1,1
84196,2,1,1
84213,4,3,1
84218,3,2,1
84227,4,2,2
84238,4,2,2
84247,2,1,1
84257,2,1,1
84265,2,1,1
84283,2,1,1
84295,2,1,1
84332,2,1,1
84343,2,1,1
84513,3,2,1
84516,3,2,1
84564,2,1,1
84641,8,4,4
84705,3,2,1
84773,4,3,1
84782,3,2,1
84802,9,6,3
84808,2,1,1
84821,3,2,1
84836,3,2,1
84842,3,2,1
84874,3,2,1
84889,4,2,2
84965,10,7,3
85904,2,1,1
85964,2,1,1
86075,14,9,5
86089,5,3,2
86120,6,3,3
86126,11,7,4
86167,2,1,1
86184,2,1,1
86233,4,2,2
86247,2,1,1
86260,4,3,1
86266,2,1,1
86294,9,5,4
86296,2,1,1
86345,3,2,1
86350,5,3,2
86369,2,1,1
86378,8,4,4
86393,2,1,1
86423,3,1,2
86447,2,1,1
86496,9,6,3
86500,2,1,1
86515,2,1,1
86558,2,1,1
86574,2,1,1
86583,6,3,3
86644,5,3,2
86696,2,1,1
86699,2,1,1
86725,2,1,1
86753,6,3,3
86761,4,1,3
86784,5,3,2
86804,2,1,1
86836,2,1,1
86897,2,1,1
86903,4,3,1
86912,3,2,1
86914,2,1,1
86917,3,2,1
86948,2,1,1
86961,5,3,2
86968,3,2,1
86990,2,1,1
87018,5,3,2
87022,2,1,1
87063,4,2,2
87067,2,1,1
87076,9,5,4
87142,2,1,1
87144,2,1,1
87148,2,1,1
87198,2,1,1
87208,3,2,1
87275,5,3,2
87293,3,2,1
87303,5,3,2
87307,3,1,2
87341,2,1,1
87374,5,3,2
87379,3,2,1
87390,7,5,2
87394,3,1,2
87402,5,3,2
87414,2,1,1
87421,2,1,1
87436,4,2,2
87444,3,2,1
87459,2,1,1
87566,2,1,1
87569,3,2,1
87619,3,2,1
87692,16,10,6
87718,2,1,1
88984,19,10,9
89074,4,2,2
89077,2,1,1
89104,21,13,8
89186,5,3,2
89243,2,1,1
89246,4,2,2
89255,8,5,3
89278,4,2,2
89304,2,1,1
89335,2,1,1
89379,2,1,1
89391,2,1,1
89398,7,6,1
89435,2,1,1
89437,2,1,1
89440,5,3,2
89447,3,2,1
89460,6,3,3
89518,4,2,2
89526,22,13,9
89556,6,3,3
89592,7,3,4
89600,4,3,1
89625,2,1,1
89637,3,2,1
89660,6,3,3
89665,6,4,2
89702,2,1,1
89719,4,2,2
89731,2,1,1
89741,6,3,3
89747,6,3,3
89754,2,1,1
89776,6,3,3
89779,3,2,1
89802,2,1,1
89820,4,2,2
89826,4,1,3
89885,3,2,1
89915,3,1,2
89943,2,1,1
89945,2,1,1
89949,2,1,1
89971,2,1,1
89980,10,5,5
90007,2,1,1
90016,3,2,1
90093,2,1,1
90104,2,1,1
90132,6,3,3
90138,3,2,1
90143,2,1,1
90150,11,6,5
90175,3,2,1
90196,4,3,1
90262,98,81,17
90549,8,6,2
90562,2,1,1
90578,3,2,1
90620,4,2,2
90649,2,1,1
90715,11,8,3
90732,2,1,1
90744,2,1,1
90746,2,1,1
90823,4,3,1
90829,2,1,1
90840,2,1,1
90854,2,1,1
90856,2,1,1
90893,3,1,2
90899,16,9,7
90917,5,2,3
90934,4,2,2
90981,4,1,3
91013,4,2,2
91019,2,1,1
91067,3,2,1
91082,2,1,1
91088,6,3,3
91093,2,1,1
91103,2,1,1
91134,2,1,1
91155,16,10,6
91178,3,2,1
91226,8,4,4
91231,22,14,8
91264,9,5,4
91278,7,3,4
91303,5,3,2
91321,9,5,4
91326,8,4,4
91335,4,3,1
91400,2,1,1
91410,4,2,2
91434,4,3,1
91445,6,3,3
91453,4,2,2
91476,4,2,2
91483,4,2,2
91486,2,1,1
91489,6,3,3
91498,4,3,1
91555,2,1,1
91685,2,1,1
91687,2,1,1
91729,7,4,3
91758,2,1,1
91764,2,1,1
91770,2,1,1
91888,3,2,1
91908,2,1,1
91912,2,1,1
91937,3,2,1
91951,2,1,1
91996,5,2,3
92007,8,6,2
92060,3,2,1
92073,2,1,1
92080,3,2,1
92128,2,1,1
92142,4,2,2
92166,2,1,1
92352,2,1,1
92361,3,2,1
92368,2,1,1
92473,2,1,1
92508,2,1,1
92527,2,1,1
92552,2,1,1
92627,2,1,1
92674,3,2,1
92699,2,1,1
92748,4,2,2
92800,9,5,4
92913,2,1,1
92921,2,1,1
92967,6,3,3
92973,2,1,1
92988,4,2,2
93112,4,2,2
93153,5,3,2
93160,17,9,8
93174,3,2,1
93188,2,1,1
93226,2,1,1
93247,4,2,2
93279,2,1,1
93312,5,3,2
93318,2,1,1
93331,2,1,1
93351,2,1,1
93365,2,1,1
93419,8,5,3
93428,8,5,3
93448,3,2,1
93461,13,9,4
93497,3,2,1
93505,2,1,1
93515,2,1,1
93546,10,5,5
93555,2,1,1
93560,5,3,2
93566,8,5,3
93577,4,2,2
93586,4,2,2
93659,2,1,1
93714,4,2,2
93765,5,3,2
93769,2,1,1
93802,2,1,1
93817,2,1,1
93825,2,1,1
93828,2,1,1
93839,4,2,2
93842,2,1,1
93844,2,1,1
93849,6,3,3
93860,2,1,1
93862,2,1,1
93958,2,1,1
93970,2,1,1
94150,10,8,2
94195,4,2,2
94220,4,2,2
94280,2,1,1
94282,2,1,1
94298,2,1,1
94338,4,2,2
94342,2,1,1
94351,2,1,1
94459,2,1,1
94470,6,4,2
94557,5,2,3
94640,2,1,1
94681,2,1,1
94692,2,1,1
94749,7,4,3
94751,2,1,1
94755,2,1,1
94832,2,1,1
94844,2,1,1
94846,2,1,1
94862,2,1,1
94874,2,1,1
94876,2,1,1
94893,2,1,1
94899,2,1,1
94917,2,1,1
94922,3,2,1
94952,2,1,1
94977,4,2,2
94986,2,1,1
95001,7,2,5
95033,14,9,5
95118,8,5,3
95150,2,1,1
95159,2,1,1
95167,2,1,1
95190,8,5,3
95194,2,1,1
95237,2,1,1
95304,4,2,2
95310,6,3,3
95330,2,1,1
95370,15,8,7
95397,11,6,5
95412,2,1,1
95414,2,1,1
95424,6,3,3
95448,3,2,1
95456,2,1,1
95487,2,1,1
95541,2,1,1
95543,2,1,1
95550,3,1,2
95558,4,3,1
95657,3,2,1
95710,4,2,2
95722,2,1,1
95773,7,4,3
95797,4,2,2
95833,3,2,1
95837,2,1,1
95929,2,1,1
95941,2,1,1
96001,2,1,1
96003,2,1,1
96042,2,1,1
96045,3,2,1
96080,2,1,1
96112,35,20,15
96137,3,1,2
96178,2,1,1
96180,2,1,1
96260,8,4,4
96292,2,1,1
96294,2,1,1
96350,5,3,2
96371,3,2,1
96436,3,2,1
96449,4,2,2
96461,4,3,1
96485,2,1,1
96502,2,1,1
96506,2,1,1
96530,11,8,3
96574,4,2,2
96578,2,1,1
96588,2,1,1
96605,2,1,1
96620,5,1,4
96645,3,2,1
96652,3,2,1
96677,7,4,3
96747,2,1,1
96774,6,4,2
96798,4,2,2
96884,2,1,1
96919,4,2,2
96926,3,2,1
96971,4,2,2
96976,2,1,1
97004,3,2,1
97013,5,3,2
97085,8,4,4
97117,8,6,2
97136,8,5,3
97150,8,4,4
97159,2,1,1
97172,2,1,1
97202,3,2,1
97224,5,3,2
97245,2,1,1
97271,2,1,1
97293,2,1,1
97301,3,2,1
97394,2,1,1
97402,2,1,1
97415,3,2,1
97491,2,1,1
97502,3,2,1
97522,2,1,1
97524,3,1,2
97541,2,1,1
97549,3,2,1
97569,4,2,2
97578,2,1,1
97761,2,1,1
97768,3,2,1
97772,2,1,1
97796,4,2,2
97805,2,1,1
97844,2,1,1
97848,2,1,1
97881,2,1,1
97903,2,1,1
97906,10,7,3
97971,6,3,3
98310,2,1,1
98342,5,3,2
98378,2,1,1
98410,7,4,3
98422,2,1,1
98431,2,1,1
98448,2,1,1
98462,2,1,1
98468,2,1,1
98498,2,1,1
98506,4,2,2
98520,2,1,1
98569,2,1,1
98582,12,6,6
98607,6,3,3
98613,2,1,1
98674,5,3,2
98688,9,5,4
98701,2,1,1
98717,2,1,1
98719,2,1,1
98732,10,6,4
98773,5,1,4
98814,2,1,1
98826,4,2,2
98829,2,1,1
98842,2,1,1
98857,2,1,1
98868,8,4,4
98957,2,1,1
99019,2,1,1
99088,4,2,2
99104,8,5,3
99144,2,1,1
99163,2,1,1
99194,2,1,1
99219,2,1,1
99225,2,1,1
99230,2,1,1
99233,3,2,1
99300,2,1,1
99313,5,4,1
99322,2,1,1
99350,4,2,2
99387,3,2,1
99402,8,4,4
99720,2,1,1
99724,2,1,1
99745,8,5,3
99759,4,2,2
99774,8,4,4
99825,2,1,1
99857,2,1,1
99871,6,3,3
99917,2,1,1
99950,2,1,1
99965,2,1,1
99979,4,3,1
99994,2,1,1
100037,5,3,2
100080,2,1,1
100093,2,1,1
100121,4,2,2
100127,2,1,1
100132,2,1,1
100149,2,1,1
100174,2,1,1
100212,12,6,6
100230,4,1,3
100524,2,1,1
100565,6,3,3
100570,2,1,1
100612,2,1,1
100626,2,1,1
100631,2,1,1
100641,112,60,52
100734,3,2,1
100744,4,2,2
100773,2,1,1
100820,2,1,1
100822,2,1,1
100843,2,1,1
100856,6,4,2
100956,2,1,1
100994,9,6,3
101023,3,1,2
101135,2,1,1
101137,2,1,1
101154,3,2,1
101158,2,1,1
101169,5,3,2
101177,5,4,1
101192,3,2,1
101194,2,1,1
101197,3,2,1
101228,2,1,1
101372,3,1,2
101375,2,1,1
101417,4,2,2
101428,2,1,1
101439,2,1,1
101456,4,2,2
101467,3,1,2
101530,11,7,4
101542,2,1,1
101564,2,1,1
101567,3,2,1
101574,2,1,1
101599,7,5,2
101618,2,1,1
101652,3,2,1
101707,6,3,3
101722,3,2,1
101756,4,2,2
101764,2,1,1
101848,12,7,5
101854,6,3,3
101893,5,3,2
101902,2,1,1
101966,3,2,1
101971,2,1,1
102075,2,1,1
102096,6,3,3
102098,2,1,1
102137,2,1,1
102149,2,1,1
102166,2,1,1
102176,2,1,1
102213,6,3,3
102244,3,1,2
102261,4,2,2
102314,4,2,2
102348,2,1,1
102361,2,1,1
102375,2,1,1
102387,2,1,1
102396,3,1,2
102430,3,2,1
102474,2,1,1
102629,5,3,2
102633,2,1,1
102645,2,1,1
102681,2,1,1
102687,2,1,1
102689,2,1,1
102694,4,2,2
102770,2,1,1
102814,4,2,2
102832,2,1,1
102860,3,2,1
102863,2,1,1
102865,2,1,1
102879,2,1,1
102881,2,1,1
102904,4,2,2
102926,2,1,1
102955,3,2,1
102982,3,2,1
103053,2,1,1
103062,6,3,3
103080,10,8,2
103086,3,2,1
103108,4,3,1
103128,2,1,1
103151,2,1,1
103186,2,1,1
103200,2,1,1
103207,2,1,1
103240,4,2,2
103243,2,1,1
103271,2,1,1
103275,2,1,1
103310,2,1,1
103312,2,1,1
103322,2,1,1
103328,2,1,1
103410,3,2,1
103446,4,2,2
103453,2,1,1
103462,4,2,2
103546,9,3,6
103687,6,5,1
103755,2,1,1
103799,2,1,1
103808,4,2,2
103814,2,1,1
103863,2,1,1
103882,3,2,1
103888,6,3,3
103896,2,1,1
103930,4,3,1
103977,4,2,2
103986,2,1,1
104012,6,3,3
104043,2,1,1
104066,6,3,3
104080,2,1,1
104098,2,1,1
104120,2,1,1
104143,3,2,1
104175,3,1,2
104197,3,2,1
104261,2,1,1
104264,3,2,1
104266,2,1,1
104285,6,3,3
104304,5,3,2
104319,2,1,1
104324,2,1,1
104432,2,1,1
104436,2,1,1
104438,2,1,1
104451,2,1,1
104459,6,4,2
104464,5,4,1
104483,7,3,4
